method,query_index,query_id,question,category,reasoning,gold_ids,baseline_ids,refined_ids,lost_gold,gained_gold,status,review_notes
d_mmr_1.0_10,4183,27902306,"AVB net cash investing breakdown: dev/redev, acquisitions, capex?",Footnotes,False,[4329],"[5449, 2561, 4230, 3355, 2742]","[5449, 2561, 4230, 3355, 2742]",[],[],unchanged,
d_mmr_1.0_10,4184,48ed8be0,Impact of AVB lease obligations on op flex & profitability.,Footnotes,False,[4330],"[4829, 5202, 1329, 1675, 4905]","[4829, 5202, 1329, 1675, 4905]",[],[],unchanged,
d_mmr_1.0_10,4185,7a265d68,2023 GPM net sales vs cost mix for WTRC.,Financials,True,[4331],"[706, 2057, 1451, 556, 3759]","[706, 2057, 1451, 556, 3759]",[],[],unchanged,
d_mmr_1.0_10,4186,93f38db1,Waters Corp's employee count change 2021-2023; operational implications.,Company overview,True,[4332],"[2989, 4332, 3524, 137, 4987]","[2989, 4332, 3524, 137, 4987]",[],[],unchanged,
d_mmr_1.0_10,4187,2cfb7842,"WAT's repurchase strategy can significantly impact mkt sentiment, while also carrying specific risks.",Shareholder return,False,[4333],"[4779, 1990, 4038, 1348, 2802]","[4779, 1990, 4038, 1348, 2802]",[],[],unchanged,
d_mmr_1.0_10,4188,a13b68ad,Impact on valuation & investor risk from Waters Corp's cyber ins. WAT.,Risk,False,[4334],"[297, 4331, 678, 3752, 2757]","[297, 4331, 678, 3752, 2757]",[],[],unchanged,
d_mmr_1.0_10,4189,ba30aee9,"Comp. pos. risk, opp., cap alloc., growth for WAT.",Company overview,False,[4335],"[2614, 2499, 972, 5525, 5769]","[2614, 2499, 972, 5525, 5769]",[],[],unchanged,
d_mmr_1.0_10,4190,d7bbfb01,Cash flow valuation impact from WAT litigation resolution.,Legal,False,[4336],"[5348, 1036, 1239, 1022, 5781]","[5348, 1036, 1239, 1022, 5781]",[],[],unchanged,
d_mmr_1.0_10,4191,36625641,"Impact of new exec at Waters Corp (WAT) on FM, governance, & growth?",Governance,False,[4337],"[4331, 513, 3193, 2525, 3296]","[4331, 513, 3193, 2525, 3296]",[],[],unchanged,
d_mmr_1.0_10,4192,3f23c297,"WAT: shipment vs destination terms impacts on rev rec timing and risks, ticker.",Accounting,False,[4338],"[3789, 4815, 1235, 4075, 3691]","[3789, 4815, 1235, 4075, 3691]",[],[],unchanged,
d_mmr_1.0_10,4193,4bcddfda,"Impact of WAT inventory & deferred rev on cash ops liquidity, ticker at end.",Financials,False,[4339],"[3779, 4383, 3844, 4480, 3128]","[3779, 4383, 3844, 4480, 3128]",[],[],unchanged,
d_mmr_1.0_10,4194,47195eda,Waters (WAT) capex allocation for precision chem expansion & strategic significance?,Footnotes,False,[4340],"[3466, 4335, 4331, 5405, 3238]","[3466, 4335, 4331, 5405, 3238]",[],[],unchanged,
d_mmr_1.0_10,4195,2a693ba0,Impact on competitiveness and ops flex due to software contract scale for WAT.,Footnotes,False,[4341],"[2095, 2961, 3284, 877, 1522]","[2095, 2961, 3284, 877, 1522]",[],[],unchanged,
d_mmr_1.0_10,4196,9f3a8ee6,"HUM net vs op margin, incl. non-op & tax impacts for 2023.",Financials,True,[4342],"[12, 556, 1630, 4630, 295]","[12, 556, 1630, 4630, 295]",[],[],unchanged,
d_mmr_1.0_10,4197,0e73082a,"Humana Inc. workforce rev: 67.6k emps @ $300k each, HUM.",Company overview,True,[4343],"[4342, 4350, 2070, 3088, 1233]","[4342, 4350, 2070, 3088, 1233]",[],[],unchanged,
d_mmr_1.0_10,4199,93167112,"Impact of HUM cybersecurity investments on OPEX & profitability, HUM.",Risk,False,[4345],"[3687, 1507, 2420, 3134, 4898]","[3687, 1507, 2420, 3134, 4898]",[],[],unchanged,
d_mmr_1.0_10,4201,56ec5a30,"Humana's legal/regulatory factors influencing sentiment, valuation, and growth outlook (HUM).",Legal,False,[4347],"[3109, 4342, 4350, 5591, 1709]","[3109, 4342, 4350, 5591, 1709]",[],[],unchanged,
d_mmr_1.0_10,4202,2a8d2244,Impact of board demographics & tenure on stability and market response for Humana (HUM).,Governance,False,[4348],"[46, 4504, 4789, 4602, 5376]","[46, 4504, 4789, 4602, 5376]",[],[],unchanged,
d_mmr_1.0_10,4203,ea098924,Humana; analyze premium rev. rec. contract types & their impact on stability.,Accounting,False,[4349],"[2109, 3767, 2435, 5350, 237]","[2109, 3767, 2435, 5350, 237]",[],[],unchanged,
d_mmr_1.0_10,4204,6d56774e,Current assets of HUM significantly impact liquidity & WC mgmt for FY 22-23.,Financials,False,"[4342, 4350]","[3844, 5587, 1529, 5740, 4319]","[3844, 5587, 1529, 5740, 4319]",[],[],unchanged,
d_mmr_1.0_10,4205,ae65d8b1,Net securities purchases vs capex role in capital allocation for Humana.,Footnotes,False,[4351],"[3466, 4350, 1742, 5449, 291]","[3466, 4350, 1742, 5449, 291]",[],[],unchanged,
d_mmr_1.0_10,4207,0f41b58e,S&A exp for Hubbell (HUBB) 2021-2023: focus on cost ctrl.,Financials,True,[4353],"[4357, 4340, 4354, 839, 1963]","[4357, 4340, 4354, 839, 1963]",[],[],unchanged,
d_mmr_1.0_10,4208,ce244827,"HUBB talent dev, employee demographics, labor relations, competitive positioning, profitability.",Company overview,True,[4354],"[4354, 4357, 1318, 5105, 3281]","[4354, 4357, 1318, 5105, 3281]",[],[],unchanged,
d_mmr_1.0_10,4209,9cb3d2fa,Impact of Hubbl (HUBB) repurchase expiry on capital deploy. strategy.,Shareholder return,False,[4355],"[5420, 4136, 2532, 4038, 4357]","[5420, 4136, 2532, 4038, 4357]",[],[],unchanged,
d_mmr_1.0_10,4210,ad9355d6,Impact of HUBB cybersecurity on inv. sentiment and valuation.,Risk,False,[4356],"[4356, 297, 3687, 4257, 2083]","[4356, 297, 3687, 4257, 2083]",[],[],unchanged,
d_mmr_1.0_10,4211,cd65606a,Hubbell's impact on revenue growth and market share is influenced by pricing & svc. level.,Company overview,False,[4357],"[4357, 295, 3909, 555, 3025]","[4357, 295, 3909, 555, 3025]",[],[],unchanged,
d_mmr_1.0_10,4213,f1cdba8f,"Hubbell's leadership transitions, governance impact on growth.",Governance,False,[4359],"[4354, 4206, 5810, 4357, 4992]","[4354, 4206, 5810, 4357, 4992]",[],[],unchanged,
d_mmr_1.0_10,4214,20944074,"Util. Sol. revenue rec. for Hubbell, progress estimation on margins & OP profitability.",Accounting,False,[4360],"[358, 295, 5471, 118, 5817]","[358, 295, 5471, 118, 5817]",[],[],unchanged,
d_mmr_1.0_10,4215,bd546744,2023 HUBB term loan effect on cap structure & leverage.,Financials,False,[4361],"[4870, 5631, 2089, 4447, 1765]","[4870, 5631, 2089, 4447, 1765]",[],[],unchanged,
d_mmr_1.0_10,4216,4f77962d,"Capex vs D&A efficiency of Hubbell amid asset growth, from 2021-2023.",Footnotes,False,[4362],"[3466, 4566, 2528, 2111, 5405]","[3466, 4566, 2528, 2111, 5405]",[],[],unchanged,
d_mmr_1.0_10,4217,c5882e76,Hubbell's growth potential in operational planning and contractual predictability. HUBB.,Footnotes,False,[4363],"[4354, 4357, 2393, 4817, 3138]","[4354, 4357, 2393, 4817, 3138]",[],[],unchanged,
d_mmr_1.0_10,4218,f7132ca1,"Ticker EQR shows basic vs. diluted EPS, examining share count dilution impact for the current year.",Financials,True,[4364],"[4131, 4960, 5383, 1741, 2425]","[4131, 4960, 5383, 1741, 2425]",[],[],unchanged,
d_mmr_1.0_10,4219,737399b8,Metric per emp calc (Total/2400) & cap alloc for EQR.,Company overview,True,[4365],"[4859, 4851, 3652, 357, 4663]","[4859, 4851, 3652, 357, 4663]",[],[],unchanged,
d_mmr_1.0_10,4222,68f0cf9d,"Comp risks, opps & impacts on performance & growth for Equity Residential (EQR).",Company overview,False,[4368],"[4364, 5195, 4851, 4372, 3576]","[4364, 5195, 4851, 4372, 3576]",[],[],unchanged,
d_mmr_1.0_10,4223,59807f68,Litigation involving Equity Residential could impact capital allocation and investment strategy significantly.,Legal,False,[4369],"[4364, 4487, 3566, 4372, 4943]","[4364, 4487, 3566, 4372, 4943]",[],[],unchanged,
d_mmr_1.0_10,4224,a5dc1f70,Equity Residential (EQR): CEO dual role impacts on strat. & fin. perf.,Governance,False,[4370],"[4364, 4372, 2113, 3501, 5299]","[4364, 4372, 2113, 3501, 5299]",[],[],unchanged,
d_mmr_1.0_10,4225,98cbaec9,Impact of EQR's incremental borrowing rate on lease valuation risks.,Accounting,False,[4371],"[4949, 4829, 2461, 1767, 2925]","[4949, 4829, 2461, 1767, 2925]",[],[],unchanged,
d_mmr_1.0_10,4226,c49e261f,"YoY growth in ER diluted EPS for 2023 vs 2022, ticker:",Financials,True,[4372],"[309, 2425, 854, 4131, 4881]","[309, 2425, 854, 4131, 4881]",[],[],unchanged,
d_mmr_1.0_10,4227,b59ec2d2,Capex categories and top allocation for Equity Residential (EQR).,Footnotes,False,[4373],"[4364, 4372, 3163, 3466, 5299]","[4364, 4372, 3163, 3466, 5299]",[],[],unchanged,
d_mmr_1.0_10,4228,2c608237,Profitability valuation EQR under COSO controls.,Governance,False,[4374],"[4851, 4859, 1851, 2329, 5279]","[4851, 4859, 1851, 2329, 5279]",[],[],unchanged,
d_mmr_1.0_10,4229,f20b0c16,"Profitability ratios, pricing, cost control trends, and future outlook for Hershey, HSY.",Financials,True,[4375],"[4375, 174, 4377, 2275, 171]","[4375, 174, 4377, 2275, 171]",[],[],unchanged,
d_mmr_1.0_10,4231,c4dee9a6,"HSY non-expiring share buybacks, capital allocation, EPS.",Shareholder return,False,[4377],"[4377, 875, 2554, 5475, 1747]","[4377, 875, 2554, 5475, 1747]",[],[],unchanged,
d_mmr_1.0_10,4232,8b9cc824,HSY's (Hershey Co.) cyber ins. risk poses a significant fin. impact.,Risk,False,[4378],"[678, 297, 4148, 3294, 4474]","[678, 297, 4148, 3294, 4474]",[],[],unchanged,
d_mmr_1.0_10,4233,ecd43dd1,HSY to drive revenue growth in snacking expansion amid competitive landscape.,Company overview,False,[4379],"[563, 4379, 562, 171, 2275]","[563, 4379, 562, 171, 2275]",[],[],unchanged,
d_mmr_1.0_10,4234,a8eafb25,Hershey's (HSY) legal claims freq. & risk shifts.,Legal,False,[4380],"[4375, 5803, 4377, 2276, 5748]","[4375, 5803, 4377, 2276, 5748]",[],[],unchanged,
d_mmr_1.0_10,4235,d9037289,Dual roles on HSY board & oversight impact.,Governance,False,[4381],"[1038, 732, 713, 162, 4789]","[1038, 732, 713, 162, 4789]",[],[],unchanged,
d_mmr_1.0_10,4236,d7802f75,HSY's rev reporting implications for snack vs confections exp growth.,Accounting,False,[4382],"[563, 171, 562, 2275, 4379]","[563, 171, 562, 2275, 4379]",[],[],unchanged,
d_mmr_1.0_10,4237,17756967,Hershey's strong operating cash flows (HSY) enhance liquidity & support strategic investment funding.,Financials,False,[4383],"[599, 4375, 5696, 5177, 2911]","[599, 4375, 5696, 5177, 2911]",[],[],unchanged,
d_mmr_1.0_10,4238,79f79739,Impact of 2023 acquisitions vs historical strategy on HSY's cash investing.,Footnotes,False,[4384],"[3522, 3400, 3184, 5113, 4285]","[3522, 3400, 3184, 5113, 4285]",[],[],unchanged,
d_mmr_1.0_10,4239,0636e3c9,"HSY, analyze raw material cost commitments & purchase obligations timeline.",Footnotes,False,[4385],"[4385, 1755, 767, 2278, 3726]","[4385, 1755, 767, 2278, 3726]",[],[],unchanged,
d_mmr_1.0_10,4240,bfd970a9,CRL's CAGRs for revenue from FY21 to FY23 reflect a positive growth trend.,Financials,True,[4386],"[785, 118, 295, 1529, 1423]","[785, 118, 295, 1529, 1423]",[],[],unchanged,
d_mmr_1.0_10,4242,b80c80c1,Impact of unused buyback funds on future repurchase strategy & liquidity for CRL.,Shareholder return,False,[4388],"[2586, 4779, 2802, 861, 1168]","[2586, 4779, 2802, 861, 1168]",[],[],unchanged,
d_mmr_1.0_10,4243,11f0e3fd,Charles River Labs (CRL) cybersecurity capex effects on cash flow & investor comms.,Risk,False,[4389],"[4394, 5351, 3466, 3355, 4386]","[4394, 5351, 3466, 3355, 4386]",[],[],unchanged,
d_mmr_1.0_10,4244,d6ea3644,"Profitability vs. key sector competitors analysis for Charles River, ticker CRL, focusing on differentiation strategies.",Company overview,False,[4390],"[963, 4335, 1170, 1440, 4386]","[963, 4335, 1170, 1440, 4386]",[],[],unchanged,
d_mmr_1.0_10,4245,eb59ce1d,"Risk mitigation in non-human primate importation and impact on future growth, Charles River.",Legal,False,[4391],"[4391, 4386, 4394, 5476, 5584]","[4391, 4386, 4394, 5476, 5584]",[],[],unchanged,
d_mmr_1.0_10,4246,60fe7b40,"CRL execution aligns with strategic rev growth, ticker in last pos.",Governance,False,[4392],"[1209, 3022, 4610, 4267, 284]","[1209, 3022, 4610, 4267, 284]",[],[],unchanged,
d_mmr_1.0_10,4247,239cc1a0,"multiple PO transaction price allocation, ticker CRL, and SSM impact on rev.",Accounting,False,[4393],"[3907, 1727, 5205, 1101, 4436]","[3907, 1727, 5205, 1101, 4436]",[],[],unchanged,
d_mmr_1.0_10,4248,3c7472f8,"Balance sheet evolution, leverage risk for CRL.",Financials,False,"[4386, 4394]","[716, 721, 667, 1485, 4317]","[716, 721, 667, 1485, 4317]",[],[],unchanged,
d_mmr_1.0_10,4250,621800ad,CRL 390M purchase obligations liquidity working capital impact 2024.,Footnotes,False,[4396],"[242, 4892, 2055, 5740, 2133]","[242, 4892, 2055, 5740, 2133]",[],[],unchanged,
d_mmr_1.0_10,4251,13abe1a8,"LHX net margin trends for continuing ops from 2021-23, key drivers.",Financials,True,[4397],"[1204, 295, 5774, 3801, 145]","[1204, 295, 5774, 3801, 145]",[],[],unchanged,
d_mmr_1.0_10,4252,17d90aad,"L3Harris' workforce ratio of engineers to scientists and its effect on innovation and market positioning, TICKER.",Company overview,True,[4398],"[261, 1378, 2058, 3906, 1318]","[261, 1378, 2058, 3906, 1318]",[],[],unchanged,
d_mmr_1.0_10,4253,5bec8125,"Repurchase methods by LHX affect timing, liquidity, and mkts' perception.",Shareholder return,False,[4399],"[1348, 1168, 4779, 1990, 391]","[1348, 1168, 4779, 1990, 391]",[],[],unchanged,
d_mmr_1.0_10,4254,654b6eed,"L3Harris, impact of cybersecurity investments on OPEX & cash flow.",Risk,False,[4400],"[1650, 2561, 3400, 3522, 3780]","[1650, 2561, 3400, 3522, 3780]",[],[],unchanged,
d_mmr_1.0_10,4255,70cbfe86,Impact of LHX's integrated solutions on competitiveness and rev growth vs. peers in the industry.,Company overview,False,[4401],"[2061, 1440, 1957, 4464, 1170]","[2061, 1440, 1957, 4464, 1170]",[],[],unchanged,
d_mmr_1.0_10,4256,3072327e,"Accrual criteria under LHX and its influence on profit risk, LHX.",Legal,False,[4402],"[1495, 2050, 5774, 160, 1941]","[1495, 2050, 5774, 160, 1941]",[],[],unchanged,
d_mmr_1.0_10,4257,9458528f,"LHX txn limit diffs, role, conf, insight, ticker.",Governance,False,[4403],"[1696, 3691, 2683, 1271, 9]","[1696, 3691, 2683, 1271, 9]",[],[],unchanged,
d_mmr_1.0_10,4258,e6ceb3b0,Cost-to-cost rev rec timing & estimate risk for POC at L3Harris.,Accounting,False,[4404],"[1104, 4228, 5480, 4261, 1764]","[1104, 4228, 5480, 4261, 1764]",[],[],unchanged,
d_mmr_1.0_10,4259,7426607b,Redeem provisions L3Harris (LHX) cap allocation risk profile.,Financials,False,[4405],"[4155, 2614, 3488, 2305, 2936]","[4155, 2614, 3488, 2305, 2936]",[],[],unchanged,
d_mmr_1.0_10,4260,a062a9e8,Capex allocation trends by segment for LHX reveal strategic implications.,Footnotes,False,[4406],"[3466, 5405, 706, 295, 17]","[3466, 5405, 706, 295, 17]",[],[],unchanged,
d_mmr_1.0_10,4261,5d752537,Impact of $14M off-market liability amortization on rev & earnings trends for LHX.,Footnotes,False,[4407],"[4546, 5642, 4490, 4948, 3837]","[4546, 5642, 4490, 4948, 3837]",[],[],unchanged,
d_mmr_1.0_10,4262,7506f8c3,"Tax efficiency trends for DHI from 2022 to 2024, focusing on effective tax rate.",Financials,True,[4408],"[118, 3724, 854, 2594, 1162]","[118, 3724, 854, 2594, 1162]",[],[],unchanged,
d_mmr_1.0_10,4263,e6960ad0,YoY growth analysis of DHI employee headcount.,Company overview,True,[4409],"[3655, 1989, 245, 1392, 5247]","[3655, 1989, 245, 1392, 5247]",[],[],unchanged,
d_mmr_1.0_10,4264,3e10388f,"DHI has recently completed a share repurchase, disclosing volume & cost details, ticker DHI.",Shareholder return,False,[4410],"[618, 1236, 3359, 1747, 4757]","[618, 1236, 3359, 1747, 4757]",[],[],unchanged,
d_mmr_1.0_10,4266,dd63e447,DHI competition effects on mkt share & valuation.,Company overview,False,[4412],"[2025, 4138, 3012, 4919, 963]","[2025, 4138, 3012, 4919, 963]",[],[],unchanged,
d_mmr_1.0_10,4267,d3dc1094,Risk mgmt for DHI legal reserves.,Legal,False,[4413],"[4856, 3989, 979, 960, 5153]","[4856, 3989, 979, 960, 5153]",[],[],unchanged,
d_mmr_1.0_10,4268,e6377b79,"Timeliness update on DHI board governance for Nov 19, 2024, ticker at end.",Governance,False,[4414],"[4417, 5775, 4916, 5371, 284]","[4417, 5775, 4916, 5371, 284]",[],[],unchanged,
d_mmr_1.0_10,4269,1038f2d9,DHI – Revenue recognition vs industry standards highlights competitive position & growth.,Accounting,False,[4415],"[113, 1408, 988, 2636, 4629]","[113, 1408, 988, 2636, 4629]",[],[],unchanged,
d_mmr_1.0_10,4270,32c4ab66,2023 EPS persistence vs Ticker DHI's 2024 EPS impact with 329.5M shares.,Financials,True,[4408],"[2425, 1741, 4131, 5383, 4881]","[2425, 1741, 4131, 5383, 4881]",[],[],unchanged,
d_mmr_1.0_10,4272,96b999df,Impact on capital allocation & valuation due to DHI insider trading.,Governance,False,[4417],"[1089, 4754, 3973, 5525, 3875]","[1089, 4754, 3973, 5525, 3875]",[],[],unchanged,
d_mmr_1.0_10,4273,396c347d,Cencora Inc. % YoY change in FY rev & COGS impacts profitability.,Financials,True,[4418],"[4418, 2696, 5279, 1586, 3727]","[4418, 2696, 5279, 1586, 3727]",[],[],unchanged,
d_mmr_1.0_10,4274,0bd0d81f,"YoY headcount change calc and its impact on growth/scalability for Cencora, Inc. CEN.",Company overview,True,[4419],"[4418, 2142, 2696, 556, 5279]","[4418, 2142, 2696, 556, 5279]",[],[],unchanged,
d_mmr_1.0_10,4276,ffe62972,Cencora's cybersecurity training & vendor assessments affect ticker competitive positioning & valuation.,Risk,False,[4421],"[297, 1891, 1842, 5768, 5455]","[297, 1891, 1842, 5768, 5455]",[],[],unchanged,
d_mmr_1.0_10,4277,8c30171b,Cencora's comp. pos. leverages op. eff. for growth.,Company overview,False,[4422],"[4418, 2696, 3332, 5279, 3737]","[4418, 2696, 3332, 5279, 3737]",[],[],unchanged,
d_mmr_1.0_10,4278,0d7a8a0f,"Cencora, Inc. faces potential profitability risks due to the impact of legal disputes.",Legal,False,[4423],"[3732, 4418, 3263, 607, 5792]","[3732, 4418, 3263, 607, 5792]",[],[],unchanged,
d_mmr_1.0_10,4280,0692fb7d,Cencora's main pricing ctrl impact on dist. valuation growth regarding ticker.,Accounting,False,[4425],"[4418, 5279, 556, 2696, 553]","[4418, 5279, 556, 2696, 553]",[],[],unchanged,
d_mmr_1.0_10,4281,e30474c3,Cencora's cash repat. tax impact on liquidity & strategy.,Financials,False,[4426],"[2055, 4383, 4523, 4848, 4418]","[2055, 4383, 4523, 4848, 4418]",[],[],unchanged,
d_mmr_1.0_10,4282,e29bf567,"Cencora's net cash outflow from invest. activities and growth strategy focus on boosting ROI, TKR: CEN.",Footnotes,False,[4427],"[2696, 1515, 1315, 4187, 1231]","[2696, 1515, 1315, 4187, 1231]",[],[],unchanged,
d_mmr_1.0_10,4283,311df871,Cencora's (CENC) litigation liability is poised to impact cash flow planning.,Footnotes,False,[4428],"[878, 2828, 4418, 2085, 3263]","[878, 2828, 4418, 2085, 3263]",[],[],unchanged,
d_mmr_1.0_10,4284,32ea3c79,Net inc calc for EDW shows a 10% EPS rise (2.30×1.10) based on 609.4M diluted shares.,Financials,True,[4429],"[4960, 1741, 2425, 2516, 4131]","[4960, 1741, 2425, 2516, 4131]",[],[],unchanged,
d_mmr_1.0_10,4286,a9ad9aac,Initial vs subsequent delivery breakdown for EW ASR Dec23 shares.,Shareholder return,False,[4431],"[1209, 2543, 4016, 3405, 670]","[1209, 2543, 4016, 3405, 670]",[],[],unchanged,
d_mmr_1.0_10,4287,fd4d51c2,Cyber risk cost savings and growth impact for Edwards Lifesciences (EW).,Risk,False,[4432],"[4429, 4432, 3687, 4843, 5768]","[4429, 4432, 3687, 4843, 5768]",[],[],unchanged,
d_mmr_1.0_10,4288,1eef66dd,"External factors, competitive positioning, and valuation for Edwards Lifesciences in the TMT segment are under review, EW.",Company overview,False,[4433],"[4429, 4437, 2477, 5102, 1170]","[4429, 4437, 2477, 5102, 1170]",[],[],unchanged,
d_mmr_1.0_10,4290,3f42ab2a,"Impact on transparency of internal controls due to CFO/PAO signatories at Edwards Lifesciences, EW.",Governance,False,[4435],"[4429, 162, 83, 2330, 713]","[4429, 162, 83, 2330, 713]",[],[],unchanged,
d_mmr_1.0_10,4292,347bdeaa,EDW's rev growth drivers & sustainability from 2021-23.,Financials,False,"[4429, 4437]","[97, 894, 1241, 53, 938]","[97, 894, 1241, 53, 938]",[],[],unchanged,
d_mmr_1.0_10,4293,ba839e0d,"net proceeds from investments in 2023 vs 2022, strategy insights for Edwards Lifesciences (EW)",Footnotes,False,[4438],"[4429, 4437, 1778, 3509, 1742]","[4429, 4437, 1778, 3509, 1742]",[],[],unchanged,
d_mmr_1.0_10,4295,9b7ebf3e,Interest expense & income of West Pharmaceutical Services impact pre-tax earnings.,Financials,True,[4440],"[4440, 3969, 3531, 3523, 2524]","[4440, 3969, 3531, 3523, 2524]",[],[],unchanged,
d_mmr_1.0_10,4296,dfe523a6,Geo mix operational efficiency risks WST emp.,Company overview,True,[4441],"[410, 4844, 3579, 413, 1923]","[410, 4844, 3579, 413, 1923]",[],[],unchanged,
d_mmr_1.0_10,4297,d9d05bfd,Q4 vs FY 2023 avg repurchase price for WST.,Shareholder return,False,[4442],"[4191, 5270, 1529, 123, 5603]","[4191, 5270, 1529, 123, 5603]",[],[],unchanged,
d_mmr_1.0_10,4298,19b44766,Cybersecurity financial risks (CFR) w/ WST vs. vendor assessments (VA) & training impact (TI) are critical factors for investment considerations.,Risk,False,[4443],"[509, 4549, 3687, 1467, 1842]","[509, 4549, 3687, 1467, 1842]",[],[],unchanged,
d_mmr_1.0_10,4299,8c14d336,WST's global mfg risk mitigation in CMP.,Company overview,False,[4444],"[509, 518, 5065, 3249, 5313]","[509, 518, 5065, 3249, 5313]",[],[],unchanged,
d_mmr_1.0_10,4301,7b6ba41a,"Impact of CEO tenure on investor confidence, growth & capex relative to WST board stability.",Governance,False,[4445],"[5825, 513, 5143, 836, 3777]","[5825, 513, 5143, 836, 3777]",[],[],unchanged,
d_mmr_1.0_10,4302,63b88787,"Impact of WST ASC606 rev rec on timing & profitability, WST.",Accounting,False,[4446],"[1444, 216, 1484, 2818, 1174]","[1444, 216, 1484, 2818, 1174]",[],[],unchanged,
d_mmr_1.0_10,4303,ea5ed971,"WST's debt composition, with interest exp. and refinancing, highlights key factors.",Financials,False,[4447],"[3790, 2481, 4405, 5415, 516]","[3790, 2481, 4405, 5415, 516]",[],[],unchanged,
d_mmr_1.0_10,4304,9fd50629,Capex trend for WST 2023 vs 2022 will impact ops efficiency and risk significantly.,Footnotes,False,[4448],"[3466, 4893, 1559, 5061, 2571]","[3466, 4893, 1559, 5061, 2571]",[],[],unchanged,
d_mmr_1.0_10,4305,b6d1ad71,"operating lease commitments, ticker WST, capex asset mgt impact through 2047.",Footnotes,False,[4449],"[1103, 4024, 2720, 5112, 2572]","[1103, 4024, 2720, 5112, 2572]",[],[],unchanged,
d_mmr_1.0_10,4307,0191b4af,Weyerhaeuser; analyze the impact of timberlands vs corp employee ratio on admin efficiency.,Company overview,True,[4451],"[4451, 2733, 4441, 1436, 4667]","[4451, 2733, 4441, 1436, 4667]",[],[],unchanged,
d_mmr_1.0_10,4308,8fd1dcd5,Q4 2023 repurchase volume & cost breakdown by month for WY.,Shareholder return,False,[4452],"[3213, 5270, 427, 4027, 4191]","[3213, 5270, 427, 4027, 4191]",[],[],unchanged,
d_mmr_1.0_10,4309,d35000cf,WY Weyerhaeuser board's oversight on cybersecurity risk through internal audit valuation.,Risk,False,[4453],"[4517, 509, 4071, 3908, 1111]","[4517, 509, 4071, 3908, 1111]",[],[],unchanged,
d_mmr_1.0_10,4310,81fdb65e,Weyerhaeuser's monetization of high-use lands impacts growth & profitability in Real Estate & ENR.,Company overview,False,[4454],"[4454, 4416, 5028, 4522, 3339]","[4454, 4416, 5028, 4522, 3339]",[],[],unchanged,
d_mmr_1.0_10,4311,bfe26665,"In WY's legal proceedings, the financial impact disclosure is critical for stakeholders.",Legal,False,[4455],"[3228, 2951, 5046, 1157, 5142]","[3228, 2951, 5046, 1157, 5142]",[],[],unchanged,
d_mmr_1.0_10,4312,c3f1f26a,"Impact of WY exec skill mix on fin health & cap allocation, WY.",Governance,False,[4456],"[4569, 507, 1436, 2234, 185]","[4569, 507, 1436, 2234, 185]",[],[],unchanged,
d_mmr_1.0_10,4313,8c5387ff,"Weyerhaeuser ASC 606 rev timing logs wood products, TKR.",Accounting,False,[4457],"[4454, 4457, 3854, 4451, 216]","[4454, 4457, 3854, 4451, 216]",[],[],unchanged,
d_mmr_1.0_10,4316,b9ba7917,"Weyerhaeuser's update on corporate governance & insider trading for Q4 2023, WY.",Governance,False,[4459],"[1838, 5342, 836, 1575, 5825]","[1838, 5342, 836, 1575, 5825]",[],[],unchanged,
d_mmr_1.0_10,4317,c572a986,Dec 2023 operating margin for Revvity?,Financials,True,[4460],"[4274, 3790, 5546, 1209, 3498]","[4274, 3790, 5546, 1209, 3498]",[],[],unchanged,
d_mmr_1.0_10,4318,30c54f71,"Revvity labor risks: global workforce, ticker union impact, turnover factors.",Company overview,True,[4461],"[3143, 3817, 4526, 2463, 4441]","[3143, 3817, 4526, 2463, 4441]",[],[],unchanged,
d_mmr_1.0_10,4321,bb217dc8,"Revvity's innovative product differentiation, TICKER, through pricing and operational efficiency.",Company overview,False,[4464],"[5, 1750, 3931, 3909, 3527]","[5, 1750, 3931, 3909, 3527]",[],[],unchanged,
d_mmr_1.0_10,4323,212bd953,"CEO, CFO, CCO roles @ Revvity directly impact profitability & competitive positioning.",Governance,False,[4466],"[836, 513, 3148, 5241, 2457]","[836, 513, 3148, 5241, 2457]",[],[],unchanged,
d_mmr_1.0_10,4324,16f8810f,Revvity's multi-obligation contracts present timing risks for revenue recognition.,Accounting,False,[4467],"[1753, 1430, 4740, 2773, 68]","[1753, 1430, 4740, 2773, 68]",[],[],unchanged,
d_mmr_1.0_10,4325,d75facea,Market liquidity risks for Revvity's internal funds may impact working capital.,Financials,False,[4468],"[2614, 2305, 1373, 4383, 290]","[2614, 2305, 1373, 4383, 290]",[],[],unchanged,
d_mmr_1.0_10,4326,4e6ec421,"Current yr capex investing classification for Revvity, ticker last.",Footnotes,False,[4469],"[2663, 3466, 5345, 1209, 4267]","[2663, 3466, 5345, 1209, 4267]",[],[],unchanged,
d_mmr_1.0_10,4327,37233551,"Debt maturity mgmt. & IR risk at Revvity, RVTY, related to the Treasury-backed repayment of 2024 Notes.",Footnotes,False,[4470],"[1972, 3790, 55, 3411, 5415]","[1972, 3790, 55, 3411, 5415]",[],[],unchanged,
d_mmr_1.0_10,4329,ac511959,Ticker query on Elevance Health's workforce gap & ratio.,Company overview,True,[4472],"[1989, 5389, 507, 4168, 4745]","[1989, 5389, 507, 4168, 4745]",[],[],unchanged,
